# OpenSignals Text File Format. Version 1
# {"98:D3:71:FE:38:C0": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:71:FE:38:C0", "device connection": "BTH98:D3:71:FE:38:C0", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "Intervalo extra\u00eddo: 0.0-35.0s. Original: una_asa_trapecio_vall.txt", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-5", "time": "15:47:57.489", "channels": [1, 2], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	515	503
1	0	0	0	0	515	506
2	0	0	0	0	512	508
3	0	0	0	0	514	507
4	0	0	0	0	512	508
5	0	0	0	0	512	504
6	0	0	0	0	511	502
7	0	0	0	0	510	504
8	0	0	0	0	510	508
9	0	0	0	0	511	515
10	0	0	0	0	511	517
11	0	0	0	0	511	517
12	0	0	0	0	511	515
13	0	0	0	0	510	515
14	0	0	0	0	511	511
15	0	0	0	0	507	509
16	0	0	0	0	511	504
17	0	0	0	0	509	494
18	0	0	0	0	509	502
19	0	0	0	0	508	517
20	0	0	0	0	508	529
21	0	0	0	0	507	537
22	0	0	0	0	504	542
23	0	0	0	0	505	539
24	0	0	0	0	507	529
25	0	0	0	0	507	523
26	0	0	0	0	508	517
27	0	0	0	0	511	510
28	0	0	0	0	512	505
29	0	0	0	0	511	500
30	0	0	0	0	514	499
31	0	0	0	0	512	497
32	0	0	0	0	511	497
33	0	0	0	0	511	498
34	0	0	0	0	510	499
35	0	0	0	0	508	504
36	0	0	0	0	503	507
37	0	0	0	0	501	510
38	0	0	0	0	504	508
39	0	0	0	0	508	512
40	0	0	0	0	511	515
41	0	0	0	0	512	519
42	0	0	0	0	513	524
43	0	0	0	0	512	519
44	0	0	0	0	513	516
45	0	0	0	0	512	519
46	0	0	0	0	511	519
47	0	0	0	0	512	519
48	0	0	0	0	512	524
49	0	0	0	0	512	523
50	0	0	0	0	514	513
51	0	0	0	0	517	507
52	0	0	0	0	515	492
53	0	0	0	0	512	481
54	0	0	0	0	512	489
55	0	0	0	0	508	502
56	0	0	0	0	505	518
57	0	0	0	0	502	531
58	0	0	0	0	500	537
59	0	0	0	0	499	539
60	0	0	0	0	502	541
61	0	0	0	0	504	529
62	0	0	0	0	510	505
63	0	0	0	0	516	487
64	0	0	0	0	518	488
65	0	0	0	0	516	498
66	0	0	0	0	513	514
67	0	0	0	0	512	523
68	0	0	0	0	508	528
69	0	0	0	0	505	528
70	0	0	0	0	504	526
71	0	0	0	0	503	517
72	0	0	0	0	504	510
73	0	0	0	0	507	503
74	0	0	0	0	509	503
75	0	0	0	0	511	504
76	0	0	0	0	512	500
77	0	0	0	0	512	499
78	0	0	0	0	512	501
79	0	0	0	0	513	503
80	0	0	0	0	512	505
81	0	0	0	0	512	505
82	0	0	0	0	512	504
83	0	0	0	0	513	507
84	0	0	0	0	512	516
85	0	0	0	0	512	526
86	0	0	0	0	511	527
87	0	0	0	0	512	523
88	0	0	0	0	510	521
89	0	0	0	0	510	511
90	0	0	0	0	509	507
91	0	0	0	0	510	508
92	0	0	0	0	510	510
93	0	0	0	0	508	508
94	0	0	0	0	508	509
95	0	0	0	0	510	506
96	0	0	0	0	509	504
97	0	0	0	0	511	513
98	0	0	0	0	512	524
99	0	0	0	0	511	527
100	0	0	0	0	511	526
101	0	0	0	0	509	526
102	0	0	0	0	508	524
103	0	0	0	0	509	527
104	0	0	0	0	510	518
105	0	0	0	0	510	512
106	0	0	0	0	507	506
107	0	0	0	0	507	505
108	0	0	0	0	505	504
109	0	0	0	0	506	506
110	0	0	0	0	509	494
111	0	0	0	0	508	483
112	0	0	0	0	511	492
113	0	0	0	0	511	495
114	0	0	0	0	511	503
115	0	0	0	0	512	515
