# OpenSignals Text File Format. Version 1
# {"98:D3:11:FE:05:A2": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:11:FE:05:A2", "device connection": "BTH98:D3:11:FE:05:A2", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-6-26", "time": "15:24:38.899", "channels": [1, 2], "sensor": ["EMGBITREV", "EMGBITREV"], "label": ["A1", "A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	500	512	
1	0	0	0	0	483	510	
2	0	0	0	0	484	511	
3	0	0	0	0	487	511	
4	0	0	0	0	506	511	
5	0	0	0	0	525	511	
6	0	0	0	0	526	510	
7	0	0	0	0	515	510	
8	0	0	0	0	515	510	
9	0	0	0	0	502	508	
10	0	0	0	0	487	510	
11	0	0	0	0	482	512	
12	0	0	0	0	526	510	
13	0	0	0	0	539	508	
14	0	0	0	0	504	510	
15	0	0	0	0	470	511	
0	0	0	0	0	456	512	
1	0	0	0	0	441	510	
2	0	0	0	0	428	509	
3	0	0	0	0	433	510	
4	0	0	0	0	450	511	
5	0	0	0	0	489	510	
6	0	0	0	0	528	511	
7	0	0	0	0	555	510	
8	0	0	0	0	561	510	
9	0	0	0	0	555	511	
10	0	0	0	0	551	509	
11	0	0	0	0	547	511	
12	0	0	0	0	537	510	
13	0	0	0	0	533	511	
14	0	0	0	0	524	512	
15	0	0	0	0	523	509	
0	0	0	0	0	526	508	
1	0	0	0	0	519	509	
2	0	0	0	0	510	511	
3	0	0	0	0	513	511	
4	0	0	0	0	516	511	
5	0	0	0	0	516	509	
6	0	0	0	0	510	510	
7	0	0	0	0	505	510	
8	0	0	0	0	512	509	
9	0	0	0	0	516	510	
10	0	0	0	0	518	510	
11	0	0	0	0	524	512	
12	0	0	0	0	524	511	
13	0	0	0	0	521	511	
14	0	0	0	0	513	509	
15	0	0	0	0	512	512	
0	0	0	0	0	507	509	
1	0	0	0	0	493	510	
2	0	0	0	0	492	512	
3	0	0	0	0	488	511	
4	0	0	0	0	487	509	
5	0	0	0	0	484	508	
6	0	0	0	0	489	509	
7	0	0	0	0	499	512	
8	0	0	0	0	510	510	
9	0	0	0	0	516	510	
10	0	0	0	0	518	512	
11	0	0	0	0	519	511	
12	0	0	0	0	520	510	
13	0	0	0	0	519	509	
14	0	0	0	0	522	510	
15	0	0	0	0	525	510	
0	0	0	0	0	531	512	
1	0	0	0	0	527	510	
2	0	0	0	0	522	509	
3	0	0	0	0	524	510	
4	0	0	0	0	519	508	
5	0	0	0	0	510	511	
6	0	0	0	0	508	511	
7	0	0	0	0	509	508	
8	0	0	0	0	525	510	
9	0	0	0	0	532	511	
10	0	0	0	0	532	510	
11	0	0	0	0	532	510	
12	0	0	0	0	535	511	
13	0	0	0	0	530	511	
14	0	0	0	0	507	510	
15	0	0	0	0	477	510	
0	0	0	0	0	459	508	
1	0	0	0	0	443	511	
2	0	0	0	0	435	513	
3	0	0	0	0	437	511	
4	0	0	0	0	449	509	
5	0	0	0	0	468	511	
6	0	0	0	0	481	509	
7	0	0	0	0	505	509	
8	0	0	0	0	524	508	
9	0	0	0	0	539	512	
10	0	0	0	0	548	512	
11	0	0	0	0	557	510	
12	0	0	0	0	560	509	
13	0	0	0	0	555	508	
14	0	0	0	0	538	511	
15	0	0	0	0	527	510	
0	0	0	0	0	519	509	
1	0	0	0	0	522	508	
2	0	0	0	0	524	509	
3	0	0	0	0	527	513	
4	0	0	0	0	527	510	
5	0	0	0	0	529	509	
6	0	0	0	0	532	509	
7	0	0	0	0	515	511	
8	0	0	0	0	486	512	
9	0	0	0	0	466	510	
10	0	0	0	0	465	509	
11	0	0	0	0	467	511	
12	0	0	0	0	472	508	
13	0	0	0	0	485	511	
14	0	0	0	0	497	510	
15	0	0	0	0	511	512	
0	0	0	0	0	519	511	
1	0	0	0	0	525	510	
2	0	0	0	0	531	511	
3	0	0	0	0	533	511	
4	0	0	0	0	532	512	
5	0	0	0	0	530	512	
6	0	0	0	0	523	508	
7	0	0	0	0	516	508	
8	0	0	0	0	511	511	
9	0	0	0	0	507	510	
10	0	0	0	0	508	511	
11	0	0	0	0	509	508	
12	0	0	0	0	527	510	
13	0	0	0	0	535	510	
14	0	0	0	0	523	508	
15	0	0	0	0	509	510	
0	0	0	0	0	506	512	
1	0	0	0	0	512	510	
2	0	0	0	0	497	509	
3	0	0	0	0	486	508	
4	0	0	0	0	509	509	
5	0	0	0	0	560	510	
6	0	0	0	0	568	512	
7	0	0	0	0	552	511	
8	0	0	0	0	540	511	
9	0	0	0	0	510	510	
10	0	0	0	0	472	512	
11	0	0	0	0	443	513	
12	0	0	0	0	435	510	
13	0	0	0	0	463	511	
14	0	0	0	0	475	511	
15	0	0	0	0	473	511	
0	0	0	0	0	487	507	
1	0	0	0	0	504	509	
2	0	0	0	0	512	510	
3	0	0	0	0	510	510	
4	0	0	0	0	518	512	
5	0	0	0	0	523	511	
6	0	0	0	0	537	510	
7	0	0	0	0	530	509	
8	0	0	0	0	524	512	
9	0	0	0	0	514	512	
10	0	0	0	0	496	509	
11	0	0	0	0	494	510	
12	0	0	0	0	497	511	
13	0	0	0	0	499	509	
14	0	0	0	0	504	512	
15	0	0	0	0	514	512	
0	0	0	0	0	523	508	
1	0	0	0	0	533	510	
2	0	0	0	0	531	508	
3	0	0	0	0	533	511	
4	0	0	0	0	532	510	
5	0	0	0	0	536	510	
6	0	0	0	0	535	510	
7	0	0	0	0	531	509	
8	0	0	0	0	521	508	
9	0	0	0	0	524	510	
10	0	0	0	0	524	510	
11	0	0	0	0	517	512	
12	0	0	0	0	501	509	
13	0	0	0	0	485	512	
14	0	0	0	0	486	511	
15	0	0	0	0	486	511	
0	0	0	0	0	492	510	
1	0	0	0	0	503	510	
2	0	0	0	0	520	511	
3	0	0	0	0	523	511	
4	0	0	0	0	521	508	
5	0	0	0	0	546	510	
6	0	0	0	0	560	508	
7	0	0	0	0	550	508	
8	0	0	0	0	529	511	
9	0	0	0	0	496	511	
10	0	0	0	0	480	514	
11	0	0	0	0	471	511	
12	0	0	0	0	460	511	
13	0	0	0	0	470	512	
14	0	0	0	0	487	512	
15	0	0	0	0	520	508	
0	0	0	0	0	550	510	
1	0	0	0	0	535	511	
2	0	0	0	0	510	509	
3	0	0	0	0	499	510	
4	0	0	0	0	495	512	
5	0	0	0	0	473	511	
6	0	0	0	0	462	510	
7	0	0	0	0	472	511	
8	0	0	0	0	491	510	
9	0	0	0	0	509	511	
10	0	0	0	0	517	510	
11	0	0	0	0	533	509	
12	0	0	0	0	554	510	
13	0	0	0	0	553	509	
14	0	0	0	0	549	512	
15	0	0	0	0	533	511	
0	0	0	0	0	535	511	
1	0	0	0	0	515	511	
2	0	0	0	0	491	512	
3	0	0	0	0	468	512	
4	0	0	0	0	465	509	
5	0	0	0	0	478	510	
6	0	0	0	0	488	510	
7	0	0	0	0	512	511	
8	0	0	0	0	533	510	
9	0	0	0	0	537	510	
10	0	0	0	0	550	510	
11	0	0	0	0	555	512	
12	0	0	0	0	542	510	
13	0	0	0	0	515	512	
14	0	0	0	0	497	511	
15	0	0	0	0	495	510	
0	0	0	0	0	489	510	
